uno;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos
18153;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9575;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18154;05/02/2021;28/02/2021;46008;0;0;3992;50000;Cash;;partial;9576;26;5000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18155;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9577;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18156;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9578;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18157;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9579;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18158;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9580;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18159;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9581;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18160;05/02/2021;28/02/2021;67460;0;0;3992;71452;;;due;9582;26;46452;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18161;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9583;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18162;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9584;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18163;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9585;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18164;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9586;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18165;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9587;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18166;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;9588;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18167;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9589;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18168;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9590;26;55000;2;yes;0;%;Villanueva;Television;10Megas;no;2;no;Activo;0;0
18169;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9591;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18170;05/02/2021;28/02/2021;90980;0;0;3992;94972;;;due;9592;26;69972;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18171;05/02/2021;28/02/2021;86008;0;0;3992;90000;;;due;9593;26;45000;3;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18172;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9594;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18173;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9595;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18174;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9596;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18175;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9597;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18176;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9598;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18177;05/02/2021;28/02/2021;120524;0;0;3992;124516;;;due;9599;26;69516;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18178;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9600;26;20000;3;yes;0;%;Villanueva;Television;3Megas;no;2;no;Activo;0;0
18179;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9601;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18180;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9602;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18181;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9603;26;20000;3;yes;0;%;Villanueva;Television;3Megas;no;2;no;Activo;0;0
18182;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9604;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18183;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9605;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18184;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9606;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18185;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9607;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18186;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9608;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18187;05/02/2021;28/02/2021;30175;0;0;3992;34167;;;due;9609;26;9167;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18188;05/02/2021;28/02/2021;91008;0;0;3992;95000;;;due;9610;26;40000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18189;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9611;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18190;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9612;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18191;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9613;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18192;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9614;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18193;05/02/2021;28/02/2021;63750;0;0;3992;67742;;;due;9615;26;42742;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18194;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9616;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18195;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9617;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18196;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9618;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18197;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9619;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18198;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9620;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18199;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9621;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18200;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9622;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18201;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9623;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18202;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9624;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18203;05/02/2021;28/02/2021;46008;0;0;3992;50000;Cash;;partial;9625;26;5000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18204;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9626;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18205;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9627;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18206;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9628;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18207;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9629;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18208;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9630;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18209;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9631;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18210;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9632;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18211;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9633;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18212;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9634;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18213;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9635;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18214;05/02/2021;28/02/2021;81008;0;0;3992;85000;;;due;9636;26;0;2;yes;0;%;Villanueva;Television;no;12;0;no;Activo;0;
18215;05/02/2021;28/02/2021;46008;0;0;3992;50000;Cash;;partial;9637;26;5000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18216;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9638;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18217;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9639;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18218;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9640;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18219;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9641;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18220;05/02/2021;28/02/2021;46008;0;0;3992;50000;Cash;;partial;9642;26;5000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18221;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9643;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18222;05/02/2021;28/02/2021;52943;0;0;3992;56935;;;due;9644;26;1935;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18223;05/02/2021;28/02/2021;29341;0;0;3992;33333;;;due;9645;26;8333;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18224;05/02/2021;28/02/2021;55589;0;0;3992;59581;;;due;9646;26;34581;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18225;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9647;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18226;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9648;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18227;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9649;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18228;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9650;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18229;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9651;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18230;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9652;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18231;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;9653;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18232;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9654;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18233;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9655;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18234;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;9656;26;0;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
18235;05/02/2021;28/02/2021;86653;0;0;3992;90645;;;due;9657;26;35645;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18236;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9658;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18237;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9659;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18238;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9660;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18239;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9661;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18240;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9662;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18241;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;9663;26;12000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18242;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9664;26;20000;3;yes;0;%;Villanueva;Television;3Megas;no;2;no;Activo;0;0
18243;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9665;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18244;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9666;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18245;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9667;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18246;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9668;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18247;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9669;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18248;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9670;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18249;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9671;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18250;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9672;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18251;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9673;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18252;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9674;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18253;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9675;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18254;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9676;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18255;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9677;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18256;05/02/2021;28/02/2021;144879;0;0;3992;148871;;;due;9678;26;68871;3;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
18257;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9679;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18258;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;9680;26;0;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
18259;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9681;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18260;05/02/2021;28/02/2021;102841;0;0;3992;106833;;;due;9682;26;51833;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18261;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9683;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18262;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9684;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18263;05/02/2021;28/02/2021;46008;0;0;3992;50000;Cash;;partial;9685;26;5000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18264;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9686;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18265;05/02/2021;28/02/2021;29879;0;0;3992;33871;;;due;9687;26;8871;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18266;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9688;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18267;05/02/2021;28/02/2021;53008;0;0;3992;57000;;;due;9689;26;12000;3;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18268;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9690;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18269;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9691;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18270;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9692;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18271;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9693;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18272;05/02/2021;28/02/2021;281608;0;0;3992;285600;;;due;9694;26;142800;3;yes;0;%;Villanueva;Television;5MegasComercial;no;0;no;Activo;0;
18273;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9695;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18274;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9696;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18275;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9697;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18276;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9698;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18277;05/02/2021;28/02/2021;42782;0;0;3992;46774;;;due;9699;26;21774;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18278;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9700;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18279;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9701;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18280;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9702;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18281;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9703;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18282;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9704;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18283;05/02/2021;28/02/2021;77463;0;0;3992;81455;;;due;9705;26;36455;3;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18284;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9706;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18285;05/02/2021;28/02/2021;49137;0;0;3992;53129;;;due;9707;26;28129;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18286;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9708;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18287;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9709;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18288;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9710;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18289;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9711;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18290;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9712;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18291;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9713;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18292;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9714;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18293;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9715;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18294;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9716;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18295;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;9717;26;0;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
18296;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9718;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18297;05/02/2021;28/02/2021;181008;0;0;3992;185000;;;due;9719;26;120000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18298;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9720;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18299;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;9721;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18300;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9722;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18301;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9723;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18302;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;9724;26;0;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
18303;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9725;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18304;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;9726;26;25000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18305;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9727;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18306;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9728;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18307;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9729;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18308;05/02/2021;28/02/2021;66008;0;0;3992;70000;;;due;9730;26;15000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18309;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9731;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18310;05/02/2021;28/02/2021;46008;0;0;3992;50000;Cash;;partial;9732;26;5000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
18311;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9733;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18312;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9734;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18313;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;9735;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
18314;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9736;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18315;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9737;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18316;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;9738;26;5000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18317;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9739;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18318;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9740;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18319;05/02/2021;28/02/2021;61653;0;0;3992;65645;;;due;9741;26;10645;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18320;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;9742;26;12000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18321;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9743;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18322;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;9744;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
18323;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9745;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18324;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9746;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18325;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;9747;26;0;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
18326;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;9748;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18327;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;9749;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18328;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9750;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18329;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;9751;26;0;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
18330;05/02/2021;28/02/2021;36544;0;0;3992;40536;;;due;9752;26;15536;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18331;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9753;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18332;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;9754;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
18333;05/02/2021;28/02/2021;101008;0;0;3992;105000;;;due;9755;26;25000;3;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
